Sno,year,make,model,trim,body,transmission,condition,odometer,color,interior,seller,sellingprice,vehicle_type,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant
625,2013,Toyota,Tacoma,Base,Access Cab,automatic,4.5,31326,—,gray,ge fleet services for itself/servicer,18500,car,1,1,1,0,1,0,0,0,1,0,0,0,0,0
626,2013,Scion,FR-S,Base,Coupe,automatic,4.2,10912,gray,black,american road leasing inc,20250,car,1,1,1,0,1,0,0,0,1,0,0,0,0,0
627,2013,Volkswagen,Jetta SportWagen,S PZEV,Wagon,automatic,4.2,38082,blue,gray,avis rac/san leandro,12000,car,1,1,1,0,1,0,0,0,1,0,0,0,0,0
628,2013,Toyota,Corolla,LE,Sedan,automatic,4.2,8649,black,gray,toyota financial services,13000,car,1,1,1,0,1,0,0,0,1,0,0,0,0,0
629,2013,Nissan,Sentra,FE+ S,Sedan,automatic,4.3,11338,gray,black,bank of the west,12400,car,1,1,1,0,0,0,0,0,1,0,0,0,0,0
630,2013,Nissan,Rogue,SV,SUV,automatic,4.4,12194,gray,black,nissan motor acceptance corporation,16250,car,1,1,1,0,0,0,0,0,1,0,0,0,0,0
631,2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,2.9,39162,white,black,avis corporation,12100,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
632,2013,Toyota,4Runner,Limited,SUV,automatic,4.9,52002,silver,black,avis rac/san leandro,25900,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
633,2013,Toyota,Sequoia,SR5,SUV,automatic,4.1,24592,black,gray,toyota financial services,34000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
634,2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3.5,27953,red,black,"fleet link services,inc",10000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
635,2013,Nissan,Maxima,3.5 S,Sedan,automatic,,37803,gray,black,hertz/tra,2000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
636,2013,Volvo,S60,T5,Sedan,automatic,4.2,19942,white,beige,volvo car financial service/world omni,20000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
637,2013,Toyota,Prius,Two,Hatchback,automatic,3.5,45805,silver,gray,avis rac/san leandro,16200,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
638,2013,Subaru,Legacy,2.5i Premium PZEV,Sedan,automatic,1,24734,red,black,enterprise vehicle exchange / tra / rental / tulsa,9800,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
639,2013,Nissan,Leaf,S,Hatchback,automatic,3.6,8485,black,black,nissan north america inc.,15000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
640,2013,Nissan,Versa,1.6 S Plus,Sedan,,1.9,28786,white,black,"jpmorgan chase bank,n.a.",7700,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
641,2013,Nissan,Quest,SL,Minivan,automatic,,22654,black,gray,alliance motor cars,22800,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
642,2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,,37703,gray,—,volkswagen of stockton,11900,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
643,2013,Nissan,Armada,SV,SUV,automatic,3.1,63459,black,black,the hertz corporation,19500,car,1,1,1,1,1,1,1,0,0,0,0,0,0,0
644,2013,Nissan,Rogue,SV,SUV,,4.3,22338,silver,black,nissan north america inc.,18000,car,1,1,1,1,0,1,1,0,0,0,0,0,0,0
645,2013,Toyota,Venza,LE,Wagon,automatic,3.9,41829,white,beige,avis rac/san leandro,17600,car,1,1,1,1,0,1,1,0,0,0,0,0,0,0
646,2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,4,37508,black,black,avis corporation,11600,car,1,1,1,1,0,1,1,0,0,0,0,0,0,0
647,2013,Nissan,Rogue,S,SUV,,4.3,27187,blue,gray,nissan motor acceptance corporation,15500,car,1,1,1,1,0,1,1,0,0,0,0,0,0,0
648,2013,Nissan,Sentra,SV,Sedan,automatic,4.6,29277,black,black,nissan-infiniti lt,12250,car,1,1,1,1,0,1,1,0,0,0,0,0,0,0
649,2013,Nissan,Altima,2.5,Sedan,,4.2,21896,brown,beige,nissan-infiniti lt,14500,car,1,1,1,1,0,1,1,0,0,0,0,0,0,0
650,2013,Volkswagen,Jetta,SE PZEV,Sedan,,1,18293,blue,black,enterprise vehicle exchange / tra / rental / tulsa,7200,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
651,2013,Nissan,Cube,1.8 SL,Wagon,automatic,3.7,26505,blue,black,wells fargo dealer services,12100,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
652,2013,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,5,18015,silver,gray,honda of serramonte,23700,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
653,2013,Nissan,Murano,SV,SUV,,4.9,11284,gray,black,nissan north america inc.,21500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
654,2013,Porsche,Cayenne,S Hybrid,SUV,automatic,3.8,26999,black,tan,l m auto wholesale,55000,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
655,2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,4.1,37791,black,gray,avis rac/san leandro,11600,car,1,1,1,0,1,0,0,0,0,0,0,0,0,1
656,2013,Nissan,Sentra,SV,Sedan,automatic,2.8,45876,silver,black,avis rac/san leandro,10800,car,1,1,1,0,1,0,0,0,0,0,0,0,0,1
657,2013,Nissan,Pathfinder,SV,SUV,automatic,2.7,44897,black,black,avis corporation,19700,car,1,1,1,0,1,0,0,0,0,0,0,0,0,1
658,2013,Nissan,Sentra,SV,Sedan,automatic,2.9,39548,white,black,merchants leasing,10500,car,1,1,1,0,1,0,0,0,0,0,0,0,0,1
659,2013,Toyota,Corolla,LE,Sedan,automatic,3.8,35400,gray,gray,remarketing by ge/flagship credit acceptance,11700,car,1,1,1,0,1,0,0,0,0,0,0,0,0,1
660,2013,Nissan,Rogue,SV,SUV,automatic,3.9,32117,red,black,wells fargo dealer services,15800,car,1,1,1,0,1,0,0,0,0,0,0,0,0,1
661,2013,Nissan,Sentra,SV,Sedan,automatic,3.8,38775,red,black,merchants automotive group,10900,car,1,1,1,0,1,0,0,0,0,0,0,0,0,1
662,2013,Nissan,Sentra,S,Sedan,,3.2,11357,gray,black,nissan motor acceptance corporation,11500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,1
663,2013,Toyota,Yaris,L,Hatchback,automatic,3.8,36882,gray,black,toyota financial services/avis budget group-open,9900,car,1,1,1,0,1,0,0,0,0,0,0,0,0,1
664,2013,Nissan,Rogue,SV,SUV,automatic,5,7794,white,black,nissan motor acceptance corporation,18250,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
665,2013,Nissan,Sentra,SV,Sedan,automatic,4.2,22420,gray,black,nissan motor acceptance corporation,12000,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
666,2013,Porsche,Panamera,Base,Sedan,automatic,3.9,12379,black,black,the hertz corporation,59750,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
667,2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,4.4,38019,gray,black,avis rac/san leandro,27100,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
668,2013,Nissan,Altima,2.5,Sedan,automatic,3.7,26221,—,black,nissan-infiniti lt,15500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
669,2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,3.4,37724,silver,black,avis corporation,13400,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
670,2013,Nissan,Altima,2.5,Sedan,,4.4,18265,black,black,nissan north america inc.,12750,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
671,2013,Toyota,Corolla,S Special Edition,Sedan,automatic,3.5,19377,gray,gray,toyota financial services,12400,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
672,2013,Nissan,Frontier,S,King Cab,automatic,1.9,20893,white,gray,santander consumer,9000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
673,2013,Subaru,Forester,2.5X PZEV,SUV,automatic,3.5,60564,—,gray,wheels exchange llc,14000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
674,2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3.7,40250,gray,black,avis corporation,11600,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
675,2013,Nissan,Sentra,S,Sedan,automatic,2.7,29258,white,beige,santander consumer,10500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
676,2013,Toyota,Venza,LE,Wagon,automatic,3.6,38288,white,beige,avis rac/san leandro,17100,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
677,2013,Nissan,Sentra,S,Sedan,,3.3,54019,purple,black,nissan motor acceptance corporation,9500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
678,2013,Volkswagen,CC,R-Line PZEV,Sedan,automatic,1,24369,black,black,vw credit,13100,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
679,2013,Toyota,Prius,Two,Hatchback,automatic,4.3,68829,white,black,i auto sales inc,14600,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
680,2013,Toyota,Venza,LE,Wagon,automatic,4,38759,white,beige,avis corporation,17500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
681,2013,Toyota,Highlander,Limited,SUV,automatic,3,39900,white,black,toyota financial services,28000,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
682,2013,Nissan,Altima,3.5 SL,Sedan,automatic,4.2,20906,white,gray,nissan-infiniti lt,17750,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
683,2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,4.2,15343,gray,black,santander consumer,11000,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
684,2013,Toyota,Avalon,Limited,Sedan,automatic,1,34549,silver,black,enterprise vehicle exchange / tra / rental / tulsa,15500,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
685,2013,Nissan,Altima,3.5 SL,Sedan,automatic,4.4,26165,—,black,nissan-infiniti lt,17250,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
686,2013,Volkswagen,Passat,Wolfsburg Edition PZEV,Sedan,automatic,,10628,white,—,volkswagen of stockton,10600,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
687,2013,Volkswagen,Jetta,SE PZEV,Sedan,automatic,3.8,39931,black,black,avis rac/san leandro,11700,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
688,2013,Subaru,Impreza,2.0i Sport Limited PZEV,Hatchback,automatic,,20091,silver,black,audi san diego,18500,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
689,2013,Nissan,Versa,1.6 S Plus,Sedan,,2,34561,white,black,hertz damaged liquidation,6000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
690,2013,Nissan,Altima,3.5 SL,Sedan,automatic,4.3,16417,silver,black,nissan north america inc.,16250,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
691,2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,2.6,35303,gray,black,avis corporation,13300,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
692,2013,Volkswagen,Passat,SE,Sedan,automatic,1,24954,—,black,vw credit,11100,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
693,2013,Toyota,Tacoma,V6,Double Cab,automatic,4.1,39631,white,gray,american road leasing inc,27000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
694,2013,Nissan,Xterra,S,SUV,automatic,5,4423,white,gray,nissan north america inc.,18000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
695,2013,Subaru,Impreza WRX,STI,Sedan,manual,3.5,22006,blue,black,showcase wholesale auto llc,29000,car,1,1,1,1,1,0,0,0,0,0,0,0,0,0
696,2013,Nissan,Cube,1.8 SL,Wagon,automatic,4,36297,silver,black,"jpmorgan chase bank,n.a.",12300,car,1,1,1,1,1,0,0,0,0,0,0,0,0,0
697,2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,3.4,63250,burgundy,beige,the hertz corporation,16600,car,1,1,1,1,1,0,0,0,0,0,0,0,0,0
698,2013,Nissan,Maxima,3.5 S,Sedan,automatic,1,1,gray,black,enterprise vehicle exchange / tra / rental / tulsa,1000,car,1,1,1,1,1,0,0,0,0,0,0,0,0,0
699,2013,Toyota,Camry,SE,Sedan,automatic,,59291,black,—,jimmy vasser toyota,13800,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
700,2013,Toyota,Camry,LE,Sedan,automatic,4.4,13948,beige,beige,toyota financial services,14900,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
701,2013,Nissan,Versa,1.6 S Plus,Sedan,manual,4.3,18366,gray,black,santander consumer,9500,car,1,1,1,1,1,0,0,0,0,0,0,0,0,0
702,2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,2,41426,gray,black,hertz/tra,4000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
703,2013,Porsche,Panamera,Base,Sedan,automatic,4.1,33876,white,beige,high bid trading co inc,58000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
704,2013,Nissan,Sentra,SV,Sedan,automatic,2.9,33219,white,black,"jpmorgan chase bank,n.a.",10300,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
705,2013,Toyota,Camry,SE,Sedan,automatic,3.8,30392,black,black,"jpmorgan chase bank,n.a.",15700,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
706,2013,Scion,FR-S,Base,Coupe,manual,4.4,13325,gray,black,toyota financial services,18700,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
707,2013,Nissan,Sentra,FE+ SV,Sedan,automatic,3.6,36247,black,black,avis corporation,11400,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
708,2013,Nissan,Altima,2.5,Sedan,automatic,4.1,26640,white,black,nissan-infiniti lt,15250,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
709,2013,Volkswagen,Passat,TDI SE,Sedan,automatic,3.2,14779,gray,black,wheels exchange llc,20200,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
710,2013,Nissan,Sentra,SV,Sedan,automatic,3.9,39904,white,black,merchants leasing,10600,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
711,2013,Nissan,Murano,SV,SUV,automatic,3,41841,gray,black,the hertz corporation,16700,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
712,2013,Nissan,Sentra,SV,Sedan,automatic,3.9,50045,gray,black,"jpmorgan chase bank,n.a.",10600,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
713,2013,Nissan,Murano,SV,SUV,automatic,3.9,35138,white,beige,avis rac/san leandro,20500,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
714,2013,Porsche,Boxster,Base,Convertible,automatic,3.7,21938,black,black,remarketing by ge/manheim riverside,39500,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
715,2013,Toyota,Corolla,LE,Sedan,automatic,,42988,gray,gray,hertz/tra,4000,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
716,2013,Toyota,Camry Hybrid,LE,Sedan,automatic,4.4,56455,gray,gray,ge fleet services for itself/servicer,17750,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
717,2013,Toyota,Yaris,LE,Hatchback,automatic,1,32808,silver,black,enterprise vehicle exchange / tra / rental / tulsa,7300,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
718,2013,Nissan,Versa,1.6 S Plus,Sedan,,3.9,28311,—,black,nissan-infiniti lt,9000,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
719,2013,Toyota,Corolla,LE,Sedan,automatic,3.2,48376,gray,gray,toyota financial services/avis budget group-open,11500,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
720,2013,Toyota,Corolla,LE,Sedan,automatic,3.3,41961,white,gray,toyota financial services/avis budget group-open,11500,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
721,2013,Nissan,Sentra,SV,Sedan,automatic,3.9,43769,silver,black,merchants automotive group,10900,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
722,2013,Toyota,Tacoma,V6,Double Cab,automatic,4.3,36744,silver,gray,american road leasing inc,26750,car,1,1,1,0,0,1,0,0,0,0,0,0,0,0
723,2013,Toyota,FJ Cruiser,Base,SUV,automatic,,43352,green,—,california auto exchange,26000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
724,2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,4.2,29165,gray,black,"fleet link services,inc",10200,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
725,2013,Nissan,Sentra,S,Sedan,automatic,,23444,silver,black,palm springs nissan,10800,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
726,2013,Toyota,Prius,Two,Hatchback,automatic,3.6,39968,black,gray,toyota financial services/avis budget group-open,15800,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
727,2013,Nissan,Versa,1.6 S Plus,Sedan,,3.4,41790,silver,black,merchants leasing,9300,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
728,2013,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,3.4,11094,brown,gray,"jpmorgan chase bank,n.a.",21000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
729,2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,Minivan,automatic,3.5,40052,white,gray,avis corporation,20400,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
730,2013,Volkswagen,Beetle,2.5L PZEV,Hatchback,automatic,3.4,37618,white,black,avis corporation,11900,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
731,2013,Toyota,Corolla,L,Sedan,automatic,2,35516,silver,gray,fox rent a car tra,8200,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
732,2013,Nissan,Sentra,FE+ SV,Sedan,automatic,3.3,42704,black,black,merchants automotive group,10700,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
733,2013,Nissan,Rogue,S,SUV,automatic,3.7,34651,white,gray,enterprise veh exchange/rental,14900,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
734,2013,Volvo,S60,T5,Sedan,automatic,3.7,27368,white,black,volvo car financial service/world omni,19000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
735,2013,Nissan,Versa,1.6 S Plus,Sedan,automatic,3.7,24984,silver,black,black/white auto sales,9200,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
736,2013,Nissan,Murano,S,SUV,automatic,3.8,23629,white,beige,advantage rent a car/hertz,18900,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
737,2013,Nissan,Pathfinder,SV,SUV,automatic,4.5,19742,white,black,nissan-infiniti lt,22500,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
738,2013,Volkswagen,Passat,SE PZEV,Sedan,automatic,3.6,39556,silver,black,avis corporation,12000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
739,2013,Nissan,Murano,SL,SUV,automatic,4.4,14805,gray,black,nissan motor acceptance corporation,25250,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
740,2013,Nissan,Quest,SV,Minivan,,4.1,27948,gray,gray,nissan north america inc.,20750,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
741,2013,Toyota,Camry,L,Sedan,automatic,2,31300,silver,black,enterprise vehicle exchange / tra / rental / tulsa,11200,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
742,2013,Nissan,Maxima,3.5 SV,Sedan,automatic,4.4,14421,white,tan,nissan motor acceptance corporation,20000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
743,2012,,,,,automatic,3.8,23208,gray,black,financial services remarketing (lease),46000,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
744,2012,bmw,750i,xdr 750i xdriv,,automatic,4,50790,gray,black,financial services remarketing (lease),33500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
745,2012,BMW,6 Series,650i,Convertible,automatic,3.8,28925,white,black,financial services remarketing (lease),50500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
746,2012,Acura,TSX,Base,Sedan,automatic,3.9,43127,black,black,"ahfc/honda lease trust/hvt, inc. eot",17800,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
747,2012,BMW,6 Series,650i,Convertible,,4.6,16381,gray,black,financial services remarketing (lease),46500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
748,2012,,,,,automatic,3.3,19785,beige,gray,financial services remarketing (lease),46000,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
749,2012,Audi,A6,3.0T Premium quattro,Sedan,automatic,3.5,36541,—,beige,high bid trading co inc,29000,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
750,2012,BMW,6 Series,650i,Coupe,automatic,4.7,34941,black,black,financial services remarketing (lease),42500,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
751,2012,BMW,5 Series,528i,Sedan,automatic,4.7,45443,black,gray,financial services remarketing (lease),30500,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
752,2012,BMW,6 Series,650i,Convertible,automatic,4.8,20904,gray,black,financial services remarketing (lease),49000,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
753,2012,BMW,5 Series,528i,Sedan,automatic,5,54744,black,black,financial services remarketing (lease),29250,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
754,2012,BMW,6 Series,650i,Coupe,automatic,3.6,24452,white,brown,l m auto wholesale,44000,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
755,2012,BMW,7 Series,740i,Sedan,automatic,4.7,17189,black,—,financial services remarketing (lease),25000,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
756,2012,BMW,7 Series,740i,Sedan,automatic,4.3,35818,black,black,financial services remarketing (lease),35250,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
757,2012,BMW,3 Series,335is,Convertible,automatic,3.8,14149,black,black,financial services remarketing (lease),40500,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
758,2012,BMW,3 Series,328i,Convertible,automatic,3.1,27675,blue,gray,financial services remarketing (lease),25750,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
759,2012,BMW,6 Series,650i,Convertible,automatic,3.6,24132,black,—,financial services remarketing (lease),49500,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
760,2012,BMW,1 Series,135i,Coupe,automatic,4.1,16288,blue,—,financial services remarketing (lease),27500,car,1,1,1,0,1,0,0,0,0,0,0,1,0,0
761,2012,BMW,6 Series,640i,Coupe,automatic,4.4,39628,black,black,financial services remarketing (lease),42000,car,1,1,1,0,1,0,0,0,0,0,0,1,0,0
762,2012,Acura,TL,Base,Sedan,automatic,4.1,28395,gray,black,"ahfc/honda lease trust/hvt, inc. eot",20200,car,1,1,1,0,0,0,0,0,0,0,0,1,0,0
763,2012,BMW,5 Series,535i,Sedan,automatic,2.2,28170,gray,black,financial services remarketing (lease),47000,car,1,1,1,0,1,0,0,0,0,0,0,1,0,0
764,2012,BMW,7 Series,740i,Sedan,automatic,3.3,14769,gray,black,financial services remarketing (lease),34750,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
765,2012,BMW,6 Series,650i,Convertible,automatic,4.2,34780,black,tan,financial services remarketing (lease),47000,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
766,2012,BMW,3 Series,328i,Convertible,automatic,3.7,35711,blue,beige,walters auto sales/service inc,25500,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
767,2012,,,,,automatic,3.7,48424,black,black,financial services remarketing (lease),43000,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
768,2012,Acura,TL,Base,Sedan,automatic,4.4,19669,black,gray,"ahfc/honda lease trust/hvt, inc. eot",21600,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
769,2012,BMW,5 Series,528i,Sedan,automatic,4.8,19782,gray,—,financial services remarketing (lease),31000,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
770,2012,BMW,7 Series,740Li,Sedan,automatic,3.6,32509,white,black,financial services remarketing (lease),40000,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
771,2012,bmw,750li,750li,,automatic,3.7,31762,black,black,financial services remarketing (lease),45000,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
772,2012,BMW,5 Series,528i xDrive,Sedan,automatic,2.1,29808,black,black,financial services remarketing (lease),26500,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
773,2012,Audi,S4,Premium Plus quattro,Sedan,automatic,2.8,13044,black,black,fratelli investment group,35250,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
774,2012,Audi,A7,Premium quattro,Sedan,automatic,3.3,36671,black,black,south bay hyundai,40500,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
775,2012,BMW,3 Series,335i,Coupe,automatic,4.5,37632,gray,tan,financial services remarketing (lease),32000,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
776,2012,BMW,5 Series,528i,Sedan,automatic,4.8,27979,gray,black,financial services remarketing (lease),34750,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
777,2012,BMW,5 Series,528i,Sedan,automatic,4.3,22371,black,black,financial services remarketing (lease),34750,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
778,2012,BMW,5 Series,528i,Sedan,automatic,4.1,32960,white,tan,financial services remarketing (lease),29250,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
779,2012,BMW,6 Series,640i,Convertible,automatic,4.1,46534,white,black,financial services remarketing (lease),41500,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
780,2012,BMW,3 Series,328i,Sedan,automatic,4.5,29157,brown,black,financial services remarketing (lease),24750,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
781,2012,BMW,5 Series,528i,Sedan,automatic,4.4,24506,blue,—,financial services remarketing (lease),33000,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
782,2012,Audi,A5,2.0T Premium quattro,Coupe,automatic,3.8,32737,white,black,porsche of downtown la,26500,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
783,2012,BMW,5 Series,528i,Sedan,automatic,4.2,43112,gray,black,financial services remarketing (lease),29000,car,1,1,1,1,0,1,0,0,1,0,1,0,1,0
784,2012,BMW,5 Series,528i,Sedan,automatic,4.4,53230,white,—,financial services remarketing (lease),25750,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
785,2012,Acura,TL,Base,Sedan,automatic,3.7,21443,silver,black,"ahfc/honda lease trust/hvt, inc.",20900,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
786,2012,BMW,5 Series,528i,Sedan,automatic,4.3,27181,black,black,financial services remarketing (lease),34750,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
787,2012,BMW,3 Series,335i,Coupe,automatic,4.5,23777,gray,—,financial services remarketing (lease),33250,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
788,2012,BMW,5 Series,535i,Sedan,automatic,2.7,33760,gray,black,financial services remarketing (lease),32750,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
789,2012,BMW,1 Series,128i,Convertible,automatic,4.4,28509,blue,brown,financial services remarketing (lease),22750,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
790,2012,Acura,TSX,Special Edition,Sedan,automatic,3.7,31595,white,black,"ahfc/honda lease trust/hvt, inc. eot",18900,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
