Sno,year,make,model,trim,body,transmission,condition,odometer,color,interior,seller,sellingprice,vehicle_type,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant
83,2012,Hyundai,Genesis,3.8,Sedan,automatic,4.5,48016,black,black,hyundai motor finance,16500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
84,2012,GMC,Terrain,SLE-2,SUV,automatic,3,12101,silver,black,tradewinds remarketing,14950,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
85,2012,Ford,Fusion,SEL,Sedan,automatic,4.3,7521,silver,black,"ford motor credit company,llc pd",14500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
86,2012,Hyundai,Santa Fe,SE,SUV,automatic,4.1,30188,—,gray,hyundai buybacks,12500,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
87,2012,Honda,CR-V,EX-L,SUV,automatic,3.3,45307,blue,black,"ahfc/honda lease trust/hvt, inc.",18200,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
88,2012,Honda,Civic,LX,Sedan,automatic,3.7,43894,black,gray,"ahfc/honda lease trust/hvt, inc.",12000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
89,2012,Honda,Civic,EX,Sedan,automatic,2.8,65969,black,beige,repo remarketing/central state credit union,11100,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
90,2012,Hyundai,Accent,GS,Hatchback,automatic,3.8,35087,black,gray,hyundai motor finance,9600,car,1,1,1,0,0,0,0,0,0,0,0,1,0,1
91,2012,Infiniti,G Sedan,G25,G Sedan,automatic,4.3,13827,gray,black,nissan infiniti lt,20000,car,1,1,1,0,0,0,0,0,1,0,0,1,0,1
92,2012,Honda,Accord,SE,Sedan,automatic,3.1,42990,silver,black,"ahfc/honda lease trust/hvt, inc. eot",13600,car,1,1,1,0,0,0,0,0,1,0,1,1,0,1
93,2012,Ford,Fusion,S,Sedan,automatic,3.2,116173,black,gray,wholesale motor sales inc,6600,car,1,1,1,0,0,0,0,0,1,0,1,1,0,1
94,2012,Ford,Fusion,SEL,Sedan,automatic,2.9,45663,silver,black,"ford motor credit company,llc",11600,car,1,1,1,0,0,1,0,0,0,0,0,1,0,0
95,2012,Honda,Accord,EX-L,Sedan,automatic,3.1,35404,gray,gray,"ahfc/honda lease trust/hvt, inc.",15800,car,1,1,1,0,0,1,0,0,0,0,0,1,0,0
96,2012,Honda,Odyssey,EX-L,Minivan,automatic,3.6,34467,silver,brown,"ahfc/honda lease trust/hvt, inc. eot",22250,car,1,1,1,0,0,1,0,0,0,0,1,1,0,0
97,2012,Hyundai,Elantra,Limited,Sedan,automatic,2.6,56172,black,black,hyundai motor finance,11000,car,1,1,1,0,1,1,0,0,1,0,0,1,0,0
98,2012,Ford,Mustang,V6,Convertible,automatic,3.7,49668,red,black,dtg operations inc,11200,car,1,1,1,0,1,0,0,0,1,0,0,1,0,0
99,2012,Hyundai,Azera,Base,Sedan,automatic,3.7,39542,brown,beige,north county hyundai,17700,car,1,1,1,0,0,0,0,1,0,0,1,1,0,0
100,2012,Ford,Fusion,SE,Sedan,automatic,2.8,62752,white,gray,dtg operations inc,9800,car,1,1,1,0,1,0,0,1,0,0,0,1,0,0
101,2012,Hyundai,Elantra,GLS,Sedan,automatic,4.1,43939,black,gray,hyundai motor finance,11000,car,1,1,1,1,0,1,0,0,1,0,1,1,0,0
102,2012,Ford,Fusion,SE,Sedan,automatic,3.4,41949,red,black,enterprise veh exchange/rental,10900,car,1,1,1,1,0,1,0,0,1,0,1,1,0,0
103,2012,Honda,Accord,LX-S,Coupe,automatic,1.9,32635,black,black,"ahfc/honda lease trust/hvt, inc. eot",12100,car,1,1,1,1,0,1,1,0,1,0,1,1,0,0
104,2012,Ford,Fusion,SE,Sedan,automatic,3.9,66109,white,gray,dtg operations inc,8900,car,1,1,1,1,0,1,1,0,1,0,1,1,0,0
105,2012,Honda,Accord,LX,Sedan,automatic,3.8,27263,silver,gray,"ahfc/honda lease trust/hvt, inc. eot",14100,car,1,1,1,1,0,1,1,0,1,0,1,1,0,0
106,2012,Infiniti,G Sedan,G25,G Sedan,automatic,4.1,12083,white,beige,nissan infiniti lt,20500,car,1,1,1,1,0,1,1,0,1,0,1,1,0,0
107,2012,Ford,Taurus,SEL,Sedan,automatic,3.6,62827,black,black,"enterprise fleet management exchange, inc.",11500,car,1,1,1,1,0,1,1,0,1,0,1,1,0,0
108,2012,Infiniti,G Sedan,G25,G Sedan,automatic,3.3,33958,black,black,nissan infiniti lt,17000,car,1,1,1,1,0,1,1,0,1,0,1,1,0,0
109,2012,Honda,Pilot,LX,SUV,automatic,3.9,35374,silver,gray,barber honda,17200,car,1,1,1,1,0,1,1,0,1,0,1,1,0,0
110,2012,Honda,Pilot,Touring,SUV,automatic,3.9,78603,white,gray,barber honda,23000,car,1,1,1,1,0,1,1,0,1,0,1,0,0,0
111,2012,Honda,Accord,LX,Sedan,automatic,2.3,19873,black,tan,"ahfc/honda lease trust/hvt, inc. eot",12700,car,1,1,1,1,0,1,1,0,1,0,1,0,0,0
112,2012,Honda,Pilot,EX-L,SUV,automatic,3.2,28883,white,gray,"ahfc/honda lease trust/hvt, inc.",24000,car,1,1,1,1,0,1,1,0,1,0,1,0,0,0
113,2012,Ford,Taurus,SE,Sedan,automatic,4.2,85743,black,gray,ge fleet services for itself/servicer,11000,car,1,1,1,1,0,1,1,0,1,0,1,0,0,0
114,2012,Hyundai,Sonata,GLS,Sedan,automatic,4.1,36369,white,beige,hyundai motor finance,12700,car,1,1,1,1,0,1,1,0,1,0,1,0,0,0
115,2012,Ford,Fusion,SEL,Sedan,automatic,3.4,45384,silver,black,wheels exchange llc,12100,car,1,1,1,1,0,1,1,0,1,0,1,0,0,0
116,2012,Honda,Civic,LX,Sedan,automatic,4.1,103097,white,gray,"ahfc/honda lease trust/hvt, inc.",8800,car,1,1,1,1,0,1,0,0,1,0,1,0,0,0
117,2012,Honda,Pilot,EX-L,SUV,automatic,3.5,29120,black,gray,"ahfc/honda lease trust/hvt, inc.",23000,car,1,1,1,1,0,1,0,0,1,0,1,0,0,0
118,2012,Infiniti,G Coupe,G37,G Coupe,automatic,4.7,13076,black,—,nissan infiniti lt,23000,car,1,1,1,1,0,1,0,0,1,0,1,0,0,0
119,2012,Ford,Fusion,SEL,Sedan,,,53683,white,—,onemain rem/manheim southern california,8500,car,1,1,1,1,0,1,0,0,1,0,1,0,0,0
120,2012,Honda,Civic,LX,Sedan,automatic,2.4,36218,black,gray,"ahfc/honda lease trust/hvt, inc. eot",10600,car,1,1,1,1,0,1,0,0,1,0,1,0,0,0
121,2012,Hyundai,Sonata Hybrid,Base,Sedan,automatic,5,17437,black,gray,hyundai motor america/co car,17400,car,1,1,1,0,0,0,0,0,0,0,0,0,1,0
122,2012,Hyundai,Genesis,3.8,Sedan,automatic,4,28016,black,black,high bid trading co inc,19100,car,1,1,1,0,0,0,0,0,0,0,0,0,1,0
123,2012,Hyundai,Tucson,Limited,SUV,automatic,2,44645,black,gray,hyundai motor finance,12000,car,1,1,1,0,1,0,0,0,0,0,0,0,1,0
124,2012,Infiniti,G Convertible,G37,G Convertible,automatic,2.4,5710,black,black,nissan infiniti lt,26250,car,1,1,1,0,1,0,0,0,0,0,1,0,1,0
125,2012,Ford,Mustang,V6,Coupe,automatic,3.6,37966,red,black,"ford motor credit company,llc pd",12100,car,1,1,1,0,1,0,0,0,0,0,1,0,1,0
126,2012,Ford,Fusion,SEL,Sedan,automatic,3.8,51424,white,beige,galpin ford studio rentals,11250,car,1,1,1,0,1,0,0,0,0,0,1,0,1,0
127,2012,Honda,Odyssey,EX-L,Minivan,,,45062,purple,—,barber honda,21000,car,1,1,1,0,1,0,0,0,0,0,0,0,1,0
128,2012,Honda,Accord,LX,Sedan,automatic,4.4,33415,silver,gray,"ahfc/honda lease trust/hvt, inc.",13400,car,1,1,1,0,1,0,0,0,0,0,0,0,1,0
129,2012,Honda,Pilot,EX,SUV,automatic,2,36828,blue,gray,"ahfc/honda lease trust/hvt, inc. eot",17200,car,1,1,1,0,1,0,0,1,0,0,0,0,1,0
130,2012,Honda,Accord,SE,Sedan,automatic,3.5,30866,silver,black,"ahfc/honda lease trust/hvt, inc. eot",13900,car,1,1,1,0,1,0,0,1,0,0,0,0,1,0
131,2012,Honda,Pilot,EX-L,SUV,automatic,3.8,35501,black,gray,onemain rem/m&m auto traders,23500,car,1,1,1,0,1,0,0,1,0,0,0,0,1,0
132,2012,Honda,Accord,SE,Sedan,automatic,3.7,36706,silver,black,"ahfc/honda lease trust/hvt, inc.",14000,car,1,1,1,0,0,0,0,1,0,0,0,0,1,0
133,2012,Hyundai,Sonata,GLS,Sedan,automatic,4,42665,blue,gray,hyundai motor america/co car,11600,car,1,1,1,0,0,0,0,0,0,0,0,0,1,0
134,2012,Infiniti,G Sedan,G25,G Sedan,automatic,3.5,19831,gray,black,nissan infiniti lt,18500,car,1,1,1,0,0,0,0,0,1,0,0,0,1,0
135,2012,Ford,Fusion,SEL,Sedan,automatic,4.1,39057,—,tan,wheels exchange llc,10800,car,1,1,1,0,0,0,0,0,1,0,0,0,1,0
136,2012,Ford,Fusion,SE,Sedan,automatic,3.8,52012,blue,black,galpin ford studio rentals,9250,car,1,1,1,0,0,1,0,0,1,0,0,0,1,0
137,2012,Honda,Accord,SE,Sedan,automatic,1.9,14528,black,gray,"ahfc/honda lease trust/hvt, inc. eot",14000,car,1,1,1,0,0,1,0,0,1,0,0,0,1,0
138,2012,Hyundai,Sonata,GLS,Sedan,automatic,4.1,35584,black,beige,hyundai motor finance,12700,car,1,1,1,0,0,1,0,0,0,0,0,0,1,0
139,2012,Ford,Fusion,SE,Sedan,automatic,3.4,69921,black,black,dtg operations inc,9100,car,1,1,1,0,0,0,0,0,0,0,0,0,1,0
140,2012,Ford,Mustang,V6,Convertible,automatic,3.3,47558,black,black,dtg operations inc,11400,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
141,2012,Hyundai,Genesis,3.8,Sedan,automatic,3.4,74227,purple,beige,hyundai motor finance,13800,car,1,1,1,0,0,0,1,1,0,0,0,0,0,0
142,2012,Infiniti,G Sedan,G25,G Sedan,automatic,4.7,14334,black,black,nissan infiniti lt,20250,car,1,1,1,0,0,0,1,1,0,0,0,0,0,0
143,2012,Honda,Pilot,Touring,SUV,automatic,3.7,57075,black,gray,high bid trading co inc,24500,car,1,1,1,0,0,0,1,1,0,0,0,0,0,0
144,2012,Hyundai,Sonata,Limited,Sedan,automatic,4.5,35729,silver,gray,hyundai motor finance,16300,car,1,1,1,0,0,0,1,1,0,0,0,0,0,0
145,2012,Ford,Mustang,V6,Coupe,automatic,4.1,64757,white,black,chrysler capital,13250,car,1,1,1,0,0,0,1,1,0,0,0,0,0,0
146,2012,Honda,Accord,EX-L,Sedan,automatic,4.6,39312,black,black,"ahfc/honda lease trust/hvt, inc. eot",15800,car,1,1,1,0,0,0,1,1,0,0,0,0,0,0
147,2012,Ford,Mustang,GT,Convertible,,,33956,gray,—,trade in solutions irvine,21000,car,1,1,1,0,0,0,1,1,0,0,0,0,0,0
148,2012,Hyundai,Accent,GLS,Sedan,automatic,3.5,42403,gray,gray,hyundai motor finance,8000,car,1,1,1,1,0,0,1,1,0,0,0,0,0,0
149,2012,Hyundai,Sonata,GLS,Sedan,automatic,4,40065,silver,gray,hyundai motor finance,11900,car,1,1,1,1,0,0,1,1,0,0,0,0,0,0
150,2012,Honda,Accord,SE,Sedan,automatic,3.5,30908,gray,black,"ahfc/honda lease trust/hvt, inc.",14100,car,1,1,1,0,0,0,1,1,0,0,0,0,0,0
151,2012,Honda,Accord,SE,Sedan,automatic,1.9,31377,gray,black,"ahfc/honda lease trust/hvt, inc. eot",12500,car,1,1,1,0,0,0,1,1,0,0,0,0,0,0
152,2012,Hyundai,Sonata,GLS,Sedan,automatic,2.2,28181,white,beige,hyundai motor finance,10200,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
153,2012,Honda,Civic,LX,Sedan,automatic,3.7,43570,red,tan,"ahfc/honda lease trust/hvt, inc. eot",12200,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
154,2012,Honda,Civic,LX,Coupe,automatic,2.1,44061,blue,gray,"ahfc/honda lease trust/hvt, inc. eot",9700,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
155,2012,Honda,Accord,LX-P,Sedan,automatic,2.6,24318,white,gray,"ahfc/honda lease trust/hvt, inc. eot",12300,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
156,2012,Hyundai,Genesis,3.8,Sedan,automatic,4.6,40341,black,black,hyundai motor finance,19800,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
157,2012,Honda,Odyssey,LX,Minivan,automatic,3.2,83734,beige,beige,onemain rem/m&m auto traders,13700,car,1,1,1,1,0,0,0,0,0,0,0,0,0,0
158,2012,Hyundai,Elantra,Limited,Sedan,automatic,3.6,34230,gray,gray,hyundai motor finance,12700,car,1,1,1,1,0,1,0,0,0,0,0,0,0,0
159,2012,Honda,Civic,LX,Coupe,automatic,2.6,56731,black,gray,"ahfc/honda lease trust/hvt, inc.",9100,car,1,1,1,1,0,1,1,0,0,0,0,0,0,0
160,2012,Infiniti,G Sedan,G25,G Sedan,automatic,4.4,20345,gray,black,nissan infiniti lt,19000,car,1,1,1,1,0,1,0,0,0,0,0,0,0,0
161,2012,Honda,Civic,EX,Sedan,automatic,2.1,32403,gray,gray,"ahfc/honda lease trust/hvt, inc. eot",11500,car,1,1,1,1,0,1,0,0,0,0,0,0,0,0
162,2012,Honda,Civic,EX-L,Sedan,automatic,1.9,14958,gray,gray,"ahfc/honda lease trust/hvt, inc. eot",12800,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
163,2012,Hyundai,Elantra,GLS,Sedan,automatic,2,37504,black,beige,hyundai motor finance,7100,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
164,2012,Hyundai,Azera,Base,Sedan,automatic,4.5,46218,black,black,hyundai motor finance,18000,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
165,2012,Honda,Accord,SE,Sedan,automatic,2.1,25626,black,black,"ahfc/honda lease trust/hvt, inc. eot",13100,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
166,2012,Ford,Fusion,SEL,Sedan,automatic,2.8,85069,gray,tan,donlen corporation,7900,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
167,2012,Ford,Fusion,SE,Sedan,automatic,3.7,37315,gray,black,"ford motor credit company,llc pd",12200,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
168,2012,Hyundai,Sonata,GLS,Sedan,automatic,3.7,48502,gray,gray,hyundai motor finance,11500,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
169,2012,Honda,Civic,EX,Coupe,automatic,3,44830,blue,gray,barber honda,10750,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
170,2012,Ford,Fusion,Hybrid,Sedan,automatic,4.1,64948,white,black,m/r motors inc,12000,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
171,2012,Honda,Odyssey,EX,Minivan,automatic,3.6,36351,gray,gray,"ahfc/honda lease trust/hvt, inc. eot",19100,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
172,2012,Ford,Fusion,SE,Sedan,automatic,3.5,28992,silver,beige,"ford motor credit company,llc pd",12200,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
173,2012,Honda,Accord,SE,Sedan,automatic,4.2,20187,silver,black,"ahfc/honda lease trust/hvt, inc. eot",15300,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
174,2012,Hyundai,Genesis,3.8,Sedan,automatic,3.9,61835,silver,black,the hertz corporation,11800,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
175,2012,Infiniti,G Sedan,G25,G Sedan,automatic,2.6,30100,gray,black,nissan infiniti lt,15000,car,1,1,0,0,0,0,0,0,0,0,0,0,0,0
176,2012,Honda,Civic,EX,Sedan,automatic,2.2,35823,black,gray,"ahfc/honda lease trust/hvt, inc. eot",11200,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
177,2012,Hyundai,Accent,GLS,Sedan,automatic,1.9,40558,blue,gray,hyundai motor finance,7900,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
178,2012,Ford,Taurus,SEL,Sedan,automatic,2.5,55817,gray,beige,"ford motor credit company,llc pd",10600,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
179,2012,Honda,Accord,EX-L V-6,Sedan,automatic,4.4,25954,white,beige,bank of the west,17800,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
180,2012,Ford,Transit Connect,Cargo Van XLT,Minivan,automatic,1.9,70018,—,gray,wheels exchange llc,11000,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
181,2012,Ford,Taurus,SE,Sedan,automatic,2,56916,white,tan,enterprise vehicle exchange / tra / rental / tulsa,10200,car,1,1,1,0,0,0,0,0,0,0,0,0,0,0
182,2012,Hyundai,Sonata,GLS,Sedan,automatic,3.5,60874,gray,gray,high bid trading co inc,10000,car,1,1,1,0,1,0,0,0,0,0,0,0,0,0
183,2012,Honda,Crosstour,EX-L,Hatchback,automatic,4.1,32023,white,black,"ahfc/honda lease trust/hvt, inc. eot",18400,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
184,2012,Honda,Civic,LX,Sedan,automatic,2.6,21036,gray,gray,myrddin fleet services,11300,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
185,2012,Infiniti,FX,FX35,SUV,automatic,3.5,31204,black,beige,the hertz corporation,26250,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
186,2012,Honda,Crosstour,EX-L,Hatchback,automatic,2.5,27308,gray,beige,"ahfc/honda lease trust/hvt, inc. eot",16600,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
187,2012,Hyundai,Elantra,Limited,Sedan,automatic,1.9,44225,black,gray,wells fargo dealer services,10600,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
188,2012,Hyundai,Sonata,Limited,Sedan,automatic,3.3,44051,white,tan,hyundai motor finance,15000,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
189,2012,Infiniti,G Convertible,G37,G Convertible,automatic,3.8,25421,black,black,nissan infiniti lt,27500,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
190,2012,Infiniti,G Sedan,G25,G Sedan,automatic,3.7,27599,blue,gray,nissan infiniti lt,19000,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
191,2012,Infiniti,G Sedan,G25,G Sedan,automatic,4.3,18752,white,black,nissan infiniti lt,20000,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
192,2012,GMC,Yukon,Denali,SUV,automatic,4.3,64883,silver,black,fiserv/usb dealer services northstar exchange,29000,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
193,2012,Infiniti,G Coupe,G37,G Coupe,automatic,4.4,11090,black,gray,nissan infiniti lt,24000,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
194,2012,Hyundai,Genesis,3.8,Sedan,automatic,1.9,29454,black,black,the hertz corporation,14400,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
195,2012,Hyundai,Veracruz,Limited,SUV,automatic,4.5,24444,silver,yellow,hyundai motor finance,19600,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
196,2012,Honda,Odyssey,Touring,Minivan,automatic,4.6,37403,silver,gray,barber honda,26500,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
197,2012,Honda,Civic,HF,Sedan,automatic,3.4,24651,gray,gray,"ahfc/honda lease trust/hvt, inc. eot",13400,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
198,2012,Honda,Civic,LX,Sedan,automatic,2.1,42543,silver,beige,"ahfc/honda lease trust/hvt, inc. eot",11000,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
199,2012,Infiniti,G Sedan,G25,G Sedan,automatic,3.8,31239,black,black,nissan infiniti lt,19000,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
200,2012,Honda,Civic,LX,Coupe,automatic,2.5,25315,white,gray,"ahfc/honda lease trust/hvt, inc. eot",10900,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
201,2012,Honda,Accord,SE,Sedan,automatic,4.3,38065,silver,black,"ahfc/honda lease trust/hvt, inc. eot",14600,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
202,2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,4.2,24090,white,black,mercedes-benz financial services,23000,car,1,1,1,0,1,1,1,0,0,0,0,0,0,0
203,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,4.3,26216,white,black,nissan infiniti lt,22750,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
204,2012,MINI,Cooper Clubman,Base,Hatchback,,3.8,41170,silver,—,bmw mini financial services,14250,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
205,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,3.6,28549,blue,beige,nissan infiniti lt,21250,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
206,2012,MINI,Cooper Clubman,Base,Hatchback,automatic,3.6,36963,white,black,bmw mini financial services,14500,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
207,2012,MINI,Cooper,Base,Hatchback,automatic,3.1,15090,white,—,bmw mini financial services,14000,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
208,2012,Kia,Forte,EX,Sedan,automatic,3.9,40324,white,gray,"jpmorgan chase bank,n.a.",10000,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
209,2012,Jaguar,XJ,Base,Sedan,automatic,4.5,12912,black,beige,"jpmorgan chase bank,n.a.",49000,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
210,2012,MINI,Cooper,Base,Hatchback,automatic,3.7,23278,red,—,bmw mini financial services,13000,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
211,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,4.4,31557,gray,beige,nissan infiniti lt,23000,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
212,2012,Mercedes-Benz,E-Class,E350 Luxury,Sedan,automatic,4,34837,black,black,mercedes-benz financial services,27500,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
213,2012,Jeep,Liberty,Sport,SUV,automatic,2.9,33667,gray,gray,toyota scion of downtown la,12750,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
214,2012,Lexus,IS 250,Base,Sedan,automatic,2.7,45140,silver,black,lexus financial services,18500,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
215,2012,MINI,Cooper,Base,Hatchback,automatic,4.2,54588,white,black,bmw mini financial services,13000,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
216,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,4.3,27289,blue,black,nissan infiniti lt,22500,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
217,2012,Land Rover,LR4,Base,SUV,automatic,,28289,blue,—,land rover redwood city,43500,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
218,2012,MINI,Cooper Countryman,Base,Wagon,automatic,3.7,37322,green,black,avis corporation,16200,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
219,2012,Jaguar,XK,XKR,Convertible,automatic,4.2,16234,silver,black,"jpmorgan chase bank,n.a.",53000,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
220,2012,Lexus,IS 250,Base,Sedan,automatic,1.9,97900,white,black,lexus financial services,11400,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
221,2012,Infiniti,QX,QX56,SUV,automatic,4.2,74806,gray,black,dutton motor co,34250,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
222,2012,Lexus,RX 350,Base,SUV,automatic,3.6,47516,gray,gray,bell lexus,22500,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
223,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,3.5,21927,gray,gray,nissan infiniti lt,21000,car,1,1,1,0,0,0,0,0,0,1,0,0,0,0
224,2012,Infiniti,G Coupe,G37,G Coupe,automatic,4.1,31584,black,black,nissan infiniti lt,22250,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
225,2012,MINI,Cooper,Base,Hatchback,automatic,3.8,32031,red,black,bmw mini financial services,14000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
226,2012,Lexus,CT 200h,Premium,Hatchback,automatic,4.5,31349,white,brown,desert auto trade,24250,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
227,2012,Jeep,Wrangler,Unlimited Sport,SUV,automatic,3.8,39702,red,black,avis corporation,25000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
228,2012,MINI,Cooper,Base,Hatchback,automatic,3,45476,red,—,bmw mini financial services,12000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
229,2012,Mazda,Mazda6,i Touring,Sedan,automatic,3.6,47221,gray,beige,exeter finance corp,9500,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
230,2012,Lincoln,MKZ,Base,Sedan,automatic,4,34103,gray,black,galpin ford studio rentals,13750,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
231,2012,Lexus,RX 350,Base,SUV,automatic,4.3,83857,white,beige,high bid trading co inc,22000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
232,2012,Kia,Sorento,LX,SUV,automatic,4.8,81598,silver,black,kia motors finance,11900,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
233,2012,MINI,Cooper Clubman,S,Hatchback,manual,4,17524,gray,brown,bmw mini financial services,19000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
234,2012,Lincoln,Navigator,Base,SUV,automatic,4.1,33220,black,black,"ford motor credit company,llc pd",32000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
235,2012,MINI,Cooper,Base,Hatchback,automatic,4,39841,gray,—,bmw mini financial services,13500,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
236,2012,Jaguar,XJ,XJL Supercharged,Sedan,automatic,3.3,20861,black,black,"jpmorgan chase bank,n.a.",50000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
237,2012,Lexus,RX 350,Base,SUV,automatic,4.3,33323,off-white,beige,century dealer services corp,31500,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
238,2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,4.2,33382,blue,black,nissan infiniti lt,22500,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
239,2012,Kia,Forte,SX,Hatchback,automatic,2.4,87145,black,black,kia motors finance,7000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
240,2012,Kia,Sportage,EX,SUV,automatic,3.8,41879,blue,gray,i auto sales inc,16500,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
241,2012,Mazda,Mazda6,i Grand Touring,Sedan,automatic,4.1,33290,white,beige,"jpmorgan chase bank,n.a.",15500,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
242,2012,MINI,Cooper,Base,Hatchback,automatic,4.2,16106,brown,—,bmw mini financial services,15750,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
243,2012,Lincoln,Navigator,Base,SUV,,4.4,12897,black,black,"ford motor credit company,llc pd",34000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
244,2012,MINI,Cooper,Base,Hatchback,automatic,3.9,18978,gray,—,bmw mini financial services,15000,car,1,1,1,0,0,1,1,0,0,0,0,1,1,0
